page	reference_only	svg_only	reference_only_chars	svg_only_chars	note
199	0	99		U+0028:(×2,U+0029:)×3,U+002E:.×1,U+0031:1×3,U+0032:2×1,U+0034:4×1,U+0035:5×1,U+0036:6×1,U+0037:7×1,U+00B7:\xb7×3,U+2463:\u2463×1,U+AC00:\uac00×1,U+AC8C:\uac8c×1,U+ACBD:\uacbd×1,U+ACC4:\uacc4×1,U+ACE8:\uace8×1,U+AE08:\uae08×1,U+AE30:\uae30×2,U+B0B4:\ub0b4×1,U+B144:\ub144×1,U+B294:\ub294×4,U+B2C8:\ub2c8×1,U+B2E4:\ub2e4×2,U+B4F1:\ub4f1×3,U+B610:\ub610×1,U+B78C:\ub78c×1,U+B85C:\ub85c×1,U+B9E4:\ub9e4×1,U+BA74:\uba74×1,U+BBF8:\ubbf8×1,U+BC30:\ubc30×1,U+BE44:\ube44×1,U+C0AC:\uc0ac×1,U+C0B4:\uc0b4×1,U+C0C1:\uc0c1×1,U+C11C:\uc11c×1,U+C131:\uc131×1,U+C138:\uc138×1,U+C18D:\uc18d×1,U+C218:\uc218×2,U+C2DD:\uc2dd×2,U+C544:\uc544×2,U+C5C6:\uc5c6×1,U+C5D0:\uc5d0×1,U+C678:\uc678×1,U+C6B0:\uc6b0×2,U+C73C:\uc73c×1,U+C740:\uc740×1,U+C758:\uc758×4,U+C774:\uc774×4,U+C778:\uc778×1,U+C788:\uc788×1,U+C790:\uc790×3,U+C7A5:\uc7a5×2,U+C801:\uc801×2,U+C81C:\uc81c×3,U+C870:\uc870×1,U+C871:\uc871×1,U+C874:\uc874×1,U+C9C0:\uc9c0×1,U+C9C1:\uc9c1×1,U+CD0C:\ucd0c×1,U+CD9C:\ucd9c×2,U+CE5C:\uce5c×1,U+D558:\ud558×1,U+D55C:\ud55c×1,U+D560:\ud560×1,U+D615:\ud615×1	-
