page	diff%	note
10	26.83
11	25.16
14	25.12
15	24.47
12	24.41
13	22.72
9	18.16
8	15.48
16	14.41
4	13.31
7	13.2
2	12.56
5	11.29
6	10.34
3	7.71
1	4.94
17	2.23
