page	reference_only	svg_only	reference_only_chars	svg_only_chars	note
72	0	29		U+0028:(×1,U+0029:)×2,U+0031:1×1,U+0034:4×1,U+0038:8×1,U+0039:9×1,U+0061:a×1,U+0064:d×1,U+0065:e×2,U+006C:l×1,U+0072:r×1,U+0074:t×1,U+AC04:\uac04×1,U+AE30:\uae30×2,U+C0C1:\uc0c1×1,U+C138:\uc138×1,U+C57C:\uc57c×1,U+C5B4:\uc5b4×1,U+C740:\uc740×1,U+C774:\uc774×2,U+C7A5:\uc7a5×1,U+C99D:\uc99d×1,U+C9C0:\uc9c0×1,U+CE5C:\uce5c×1,U+D568:\ud568×1	-
